"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TAIR","SYMBOL","GENENAME"
"AT2G34500",104.6675029407,-1.13466645944962,0.328608511775551,-3.45294299687719,0.000554506165567317,0.00475733267357072,"AT2G34500","CYP710A1","Encodes a protein with C22-sterol desaturase activity. The enzyme was shown to catalyze in the presence of NADPH the conversion of &beta;-sitosterol to stigmasterol, but not that of 24-<i>epi</i>-campesterol to brassicasterol (unlike CYP710A2)."
"AT1G09940",238.967213484235,-1.05504184711596,0.306026812289115,-3.44754709309335,0.000565701776569916,0.00484137102101605,"AT1G09940","HEMA2","Encodes glutamyl-tRNA reductase. Involved in heme biosynthesis in non-photosynthetic tissues and induced by oxidative stress in photosynthetic tissues to supply heme for defensive hemoproteins"
"AT1G70700",832.204609439075,-1.38025228849834,0.400561403407329,-3.44579451928565,0.000569383131788408,0.00487086724492805,"AT1G70700","JAZ9;TIFY7","JAZ9 is a protein presumed to be involved in jasmonate signaling. JAZ9 transcript levels rise in response to a jasmonate stimulus. JAZ9 can interact with the COI1 F-box subunit of an SCF E3 ubiquitin ligase in a yeast-two-hybrid assay only in the presence of jasmonate-isoleucine (JA-ILE) or coronatine. The Jas domain appears to be important for JAZ9-COI1 interactions in the presence of coronatine. Two positive residues (R205 and R206) in the Jas domain shown to be important for coronatine -dependent COI1 binding are not required for binding AtMYC2."
"AT1G51940",392.529222766461,-1.08757009978596,0.315872881191898,-3.4430625879695,0.00057516618670409,0.00491021503834418,"AT1G51940","AtLYK3;LYK3",NA
"AT4G37990",8.07393304490972,-6.33181228710704,1.84433645081033,-3.43311128743624,0.000596697125762776,0.00506899339637543,"AT4G37990","ATCAD8;CAD-B2;ELI3;ELI3-2","Encodes an aromatic alcohol:NADP+ oxidoreductase whose mRNA levels are increased in response to treatment with a variety of phytopathogenic bacteria.  Though similar to mannitol dehydrogenases, this enzyme does not have mannitol dehydrogenase activity."
"AT5G62910",205.454431371171,-1.15076993498009,0.335439580413517,-3.43063252571884,0.000602175746735392,0.00510716920115524,"AT5G62910",NA,NA
"AT3G01310",930.441261041092,-1.65451376408674,0.482439682736638,-3.4294727886013,0.000604755070533479,0.00512694889179281,"AT3G01310","AtVIP1;VIH2;VIP1",NA
"AT2G47780",10.6607408127781,-2.64184448510923,0.770456990724884,-3.42893181178569,0.000605961748370058,0.00513298345036213,"AT2G47780","LDAP2;SRP2",NA
"AT2G19350",66.1915609291229,-1.07410111003664,0.314062211103271,-3.42002658092301,0.000626150171538914,0.00527384705991667,"AT2G19350",NA,NA
"AT5G57910",73.3427530975207,-1.14232078893399,0.334030552601415,-3.41980929599896,0.000626650494644453,0.00527571373114239,"AT5G57910","INB2B",NA
"AT3G44860",260.442044468688,-2.3069295439467,0.674642019310309,-3.41948689514639,0.000627393544452558,0.0052778909487706,"AT3G44860","FAMT","Encodes a farnesoic acid carboxyl-O-methyltransferase."
"AT1G75730",107.89183204848,-1.06304991668837,0.311144935822074,-3.41657470297465,0.000634142626825489,0.00532602785161731,"AT1G75730",NA,NA
"AT1G10095",37.8868812669663,-1.32733777800387,0.389078106218823,-3.41149439351224,0.000646078299438725,0.00540875477072492,"AT1G10095",NA,NA
"AT3G51550",2082.89399306138,-1.29069252531237,0.379379833858642,-3.40211157821658,0.000668673316455046,0.00557317314176775,"AT3G51550","FER","Encodes a synergid-expressed, plasma-membrane localized receptor-like kinase that accumulates asymetrically in the synergid membrnane at the filiform apparatus and mediates male-female gametophyte interactions during pollen tube reception."
"AT5G06865",105.273120897638,-1.74030783604692,0.5118237631586,-3.40020913704167,0.000673343309214518,0.00560052548226955,"AT5G06865",NA,NA
"AT1G80180",1021.28786407363,-1.42581683428737,0.419430181598391,-3.39941400700774,0.000675304114460849,0.00561040602903096,"AT1G80180","MASS1",NA
"AT5G26340",521.34193656247,-1.95698293562694,0.575707352822173,-3.39926687757872,0.000675667519812857,0.00561117802182455,"AT5G26340","ATSTP13;MSS1;STP13","Encodes a protein with high affinity, hexose-specific/H+ symporter activity. The activity of the transporter appears to be negatively regulated by phosphorylation. Importantly, microarray analysis, as well as the study of the expression of this gene in mutants involved in programmed cell death (PCD) demonstrated a tight correlation between this gene's expression and PCD."
"AT2G34770",600.884200800866,-1.44023342689163,0.423796856832494,-3.39840516434241,0.000677799579214762,0.00562663156094848,"AT2G34770","ATFAH1;FAH1","encodes a fatty acid hydroxylase, required for the AtBI-1-mediated suppression of programmed cell death."
"AT4G16260",212.706344996058,-1.95929660799679,0.577259079974396,-3.39413735697964,0.000688451528218973,0.00570592367275374,"AT4G16260",NA,NA
"AT1G74840",952.396089150045,-1.16237982077057,0.342511158672596,-3.39369912873898,0.000689554058819982,0.00571049858292236,"AT1G74840",NA,NA
"AT5G18600",655.223889697063,-1.07989743746047,0.318306586854045,-3.39263302130671,0.00069224311567145,0.00573048022131055,"AT5G18600","ROXY10",NA
"AT1G79680",11.1779875648788,-4.37940000752197,1.29176337317579,-3.39024940516409,0.000698290636352789,0.00576444060928715,"AT1G79680","ATWAKL10;WAKL10",NA
"AT1G78895",99.1394179757396,-1.29918310090706,0.383535292009041,-3.38738866533417,0.000705613493318368,0.00581332482878854,"AT1G78895",NA,NA
"AT1G30640",109.158078588289,-1.1036613774545,0.32587159979818,-3.38679829152962,0.000707133574263689,0.00582122460242072,"AT1G30640","NDR7",NA
"AT1G31350",116.511262835039,-1.1343515964276,0.335021187533641,-3.38591002192569,0.000709426404714413,0.00583520169667455,"AT1G31350","KUF1",NA
"AT2G44790",1129.63940601345,-1.30314355220538,0.385032589060211,-3.38450195965515,0.000713075099363932,0.00585851205398209,"AT2G44790","UCC2","Encodes a uclacyanin, a protein precursor that is closely related to precursors of stellacyanins and a blue copper protein from pea pods."
"AT4G14500",745.844564605634,-1.03527651569957,0.306245459575054,-3.38054486468507,0.000723422637027142,0.00591308219272185,"AT4G14500",NA,NA
"AT1G69690",142.02351618764,-1.14081232333818,0.337502832937958,-3.38015628908186,0.000724446222318194,0.00591666973923109,"AT1G69690","AtTCP15;TCP15",NA
"AT4G38540",223.871612476583,-2.25385511497839,0.666838084818952,-3.3799136046501,0.000725086183675644,0.00591666973923109,"AT4G38540",NA,NA
"AT3G11850",103.45014567983,-1.1568548329283,0.342573995368114,-3.37694877185643,0.000732946994277257,0.00596507861760757,"AT3G11850","MyoB8",NA
"AT5G66170",213.487528053041,-1.16963562375216,0.346649847411707,-3.37411261676688,0.000740540648813485,0.00601508056367884,"AT5G66170","STR18","Encodes a thiosulfate sulfurtransferase/rhodanese."
"AT1G19310",167.56083249394,-1.30509732006848,0.386969464728134,-3.37261060374718,0.000744591742322108,0.00603852841848011,"AT1G19310",NA,NA
"AT5G14450",123.411732589308,-1.15000354925306,0.341272128488632,-3.36975525761803,0.000752349732812189,0.0060942972304525,"AT5G14450",NA,NA
"AT1G55110",202.640832011659,-1.36519572554933,0.405255124587916,-3.3687315538268,0.00075514937336023,0.00611220200950369,"AT1G55110","AtIDD7;IDD7;REDSTART",NA
"AT4G12080",127.868903564269,-1.22876063164158,0.365057345476518,-3.36593865831586,0.000762836701703324,0.00615521095948481,"AT4G12080","AHL1;ATAHL1",NA
"AT3G04000",55.9007356955167,-1.40494928374471,0.417559767209703,-3.36466631623331,0.000766362805668893,0.00617645547925454,"AT3G04000","ChlADR",NA
"AT4G01120",265.381328831412,-1.49297578051446,0.443784227735594,-3.36419297308595,0.000767678462355377,0.00618225531892946,"AT4G01120","ATBZIP54;GBF2","bZIP (basic leucine zipper) transcription factor that binds to the G-box regulatory element found in many plant promoters.  GBF2 nuclear localization is increased by blue light"
"AT3G54880",363.522974064667,-1.42409442340018,0.423683970770088,-3.36121855356422,0.000775993965339395,0.00624227211456477,"AT3G54880",NA,NA
"AT2G20740",284.818314983176,-1.23193378874597,0.366548925019599,-3.36089865406127,0.000776893262381956,0.00624676384810608,"AT2G20740",NA,NA
"AT3G55970",26.0855975700335,-3.06270012117075,0.911966007177355,-3.35834899225046,0.000784095496869385,0.0062962873000583,"AT3G55970","ATJRG21;JAO3;JOX3;JRG21",NA
"AT3G07525",46.9934879243301,-1.07307678358755,0.31978264967691,-3.35564416853674,0.00079180374372617,0.00634501916318965,"AT3G07525","ATATG10;ATG10","Encodes an E1 ligase involved in autophagic vesicle formation."
